model,mass_GeV,ctau_m,ctau_min_m,coupling_squared,N_events,passes_event_cut,N_events_primary,N_events_cascade,N_events_inclusive,cascade_event_fraction,sampled_inside_volume
ALP-SU2L,0.3,652.7909323442142,3.0,4.1720309904119874e-10,9.997417093834347,False,,,9.997417093834347,0.0,122444
ALP-SU2L,0.3,652.9512365752001,3.0,4.17100672675782e-10,9.992509972186049,False,,,9.992509972186049,0.0,122444
ALP-SU2L,0.3,654.2350883936828,3.0,4.1628216650482766e-10,9.95333959950436,False,,,9.95333959950436,0.0,122444
ALP-SU2L,0.3,664.5971975948178,3.0,4.097916768015624e-10,9.645453417863886,False,,,9.645453417863886,0.0,122444
ALP-SU2L,0.3,685.8163765399665,3.0,3.9711271021847413e-10,9.057954874403471,False,,,9.057954874403471,0.0,122444
ALP-SU2L,0.3,777.6877073316125,3.0,3.5020021202915696e-10,7.044632139688312,False,,,7.044632139688312,0.0,122444
ALP-SU2L,0.3,1000.0,3.0,2.723463999999997e-10,4.260954236542846,False,,,4.260954236542846,0.0,122444
ALP-photon-combined,0.3,3.0,3.0,4.844991835527848e-13,127604.48928401056,True,36203.26448802606,91401.2247959845,,0.7162853384613443,336841
ALP-photon-combined,0.3,5.1,3.0,2.849995197369323e-13,71346.09685771976,True,16299.470229870743,55046.626627849015,,0.7715436310079362,338565
ALP-photon-combined,0.3,8.67,3.0,1.676467763158425e-13,35255.24945123037,True,6790.108658039881,28465.140793190487,,0.8074014859139533,339646
ALP-photon-combined,0.3,14.738999999999999,3.0,9.861575077402501e-14,15633.502235339687,True,2663.0664994977415,12970.435735841946,,0.8296564353009875,340322
ALP-photon-combined,0.3,25.056299999999997,3.0,5.800926516119119e-14,6371.433465459868,True,999.494661360429,5371.938804099439,,0.8431287610898266,340702
ALP-photon-combined,0.3,42.59570999999999,3.0,3.412309715364188e-14,2445.8872341959163,True,363.9283813547628,2081.9588528411537,,0.8512080294354192,340910
ALP-photon-combined,0.3,72.41270699999998,3.0,2.0072410090377577e-14,902.1933973369813,True,129.94037479057064,772.2530225464106,,0.8559728156134618,341025
ALP-photon-combined,0.3,123.10160189999996,3.0,1.1807300053163281e-14,324.5530021325576,True,45.8229607283553,278.73004140420227,,0.8588120879262741,341105
ALP-photon-combined,0.3,209.27272322999994,3.0,6.945470619507812e-15,114.95714170087737,True,16.035772733500902,98.92136896737647,,0.8605065114159974,341152
ALP-photon-combined,0.3,355.7636294909999,3.0,4.085570952651654e-15,40.334976105538914,True,5.585386643776131,34.74958946176278,,0.8615249794827787,341179
ALP-photon-combined,0.3,604.7981701346998,3.0,2.403277030971561e-15,14.072219796689954,True,1.9403486196481352,12.131871177041818,,0.8621149578615492,341198
ALP-photon-combined,0.3,685.8163765399665,3.0,2.1193683912761607e-15,10.958810343661856,True,1.5099852399475973,9.448825103714258,,0.8622126679269603,341199
ALP-photon-combined,0.3,707.713038864124,3.0,2.053795070656337e-15,10.29452854526525,True,1.4181347307000494,8.8763938145652,,0.8622438390971978,341200
ALP-photon-combined,0.3,713.2955810523279,3.0,2.0377212326396356e-15,10.134812077032207,True,1.396083738478336,8.738728338553871,,0.862248680304376,341201
ALP-photon-combined,0.3,716.1033439610434,3.0,2.029731550502892e-15,10.05590073002331,True,1.3852045152631112,8.6706962147602,,0.8622495833588147,341202
ALP-photon-combined,0.3,717.5113673001032,3.0,2.0257484646238657e-15,10.016664609184662,True,1.3797861091705332,8.636878500014129,,0.8622509425038196,341202
ALP-photon-combined,0.3,717.8638055000189,3.0,2.024753915049303e-15,10.00687946440232,True,1.3784348186668631,8.628444645735458,,0.8622512818735953,341202
ALP-photon-combined,0.3,718.0400895131563,3.0,2.0242568233813395e-15,10.001990468448636,True,1.3777596691789644,8.624230799269672,,0.8622514514960679,341202
ALP-photon-combined,0.3,718.084167280029,3.0,2.0241325695342044e-15,10.000768591809809,True,1.3775909334217442,8.623177658388064,,0.8622514938951861,341202
ALP-photon-combined,0.3,718.1062071781178,3.0,2.0240704454707935e-15,10.0001577093304,True,1.377506573283614,8.622651136046786,,0.8622515150937704,341202
ALP-photon-combined,0.3,718.1172273808344,3.0,2.024039384154101e-15,9.999852282049705,False,1.3774643951495311,8.622387886900174,,0.8622515256928188,341202
ALP-photon-combined,0.3,718.1282477526692,3.0,2.024008323314075e-15,9.999546864074649,False,1.3774222183053846,8.622124645769263,,0.8622515362917046,341202
ALP-photon-combined,0.3,718.2164168159164,3.0,2.0237598537529608e-15,9.997103855243017,False,1.3770848499851607,8.620019005257856,,0.8622516210769438,341202
ALP-photon-combined,0.3,718.9221591358333,3.0,2.0217731950361684e-15,9.97758120676942,False,1.3743888729260927,8.603192333843328,,0.8622522989846858,341202
ALP-photon-combined,0.3,730.308815174677,3.0,1.990250590513143e-15,9.67047251004386,False,1.3319632568135762,8.338509253230283,,0.862264924963058,341203
ALP-photon-combined,0.3,777.6877073316125,3.0,1.8689990042989985e-15,8.53324983940724,False,1.1749457642197219,7.358304075187518,,0.8623096960323688,341205
ALP-photon-combined,0.3,1000.0,3.0,1.4534975506583546e-15,5.171381798068986,False,0.7113172030958971,4.4600645949730895,,0.8624512304696773,341210
ALP-SU2L,0.4,4.0,4.0,2.8724034500000002e-08,137252.38606372545,True,,,137252.38606372545,0.0,122325
ALP-SU2L,0.4,6.8,4.0,1.6896490882352943e-08,49365.44293792991,True,,,49365.44293792991,0.0,122417
ALP-SU2L,0.4,11.559999999999999,4.0,9.939112283737027e-09,17482.222158785185,True,,,17482.222158785185,0.0,122464
ALP-SU2L,0.4,19.651999999999997,4.0,5.846536637492369e-09,6135.894729996068,True,,,6135.894729996068,0.0,122499
ALP-SU2L,0.4,33.40839999999999,4.0,3.4391391985249227e-09,2142.139485790107,True,,,2142.139485790107,0.0,122514
ALP-SU2L,0.4,56.794279999999986,4.0,2.0230230579558372e-09,745.4654232009141,True,,,745.4654232009141,0.0,122524
ALP-SU2L,0.4,96.55027599999997,4.0,1.1900135635034336e-09,258.86435558672775,True,,,258.86435558672775,0.0,122522
ALP-SU2L,0.4,164.13546919999993,4.0,7.000079785314316e-10,89.77614949441924,True,,,89.77614949441924,0.0,122525
ALP-SU2L,0.4,279.0302976399999,4.0,4.1176939913613623e-10,31.10758730849315,True,,,31.10758730849315,0.0,122526
ALP-SU2L,0.4,474.3515059879998,4.0,2.4221729360949193e-10,10.820610888756635,True,,,10.820610888756635,0.0,122526
ALP-SU2L,0.4,490.3467953439736,4.0,2.343160781124336e-10,10.128510746745254,True,,,10.128510746745254,0.0,122526
ALP-SU2L,0.4,492.3837635115988,4.0,2.3334672366241314e-10,10.045171352215643,True,,,10.045171352215643,0.0,122526
ALP-SU2L,0.4,493.4054185942859,4.0,2.32863551290822e-10,10.003759210717245,True,,,10.003759210717245,0.0,122526
ALP-SU2L,0.4,493.46934237696405,4.0,2.3283338625772253e-10,10.001176628943824,True,,,10.001176628943824,0.0,122526
ALP-SU2L,0.4,493.4853246166118,4.0,2.3282584561002434e-10,10.00053108770334,True,,,10.00053108770334,0.0,122526
ALP-SU2L,0.4,493.493315930544,4.0,2.328220753777563e-10,10.00020833271168,True,,,10.00020833271168,0.0,122526
ALP-SU2L,0.4,493.50130737388446,4.0,2.3281830520654095e-10,9.999885588138625,False,,,9.999885588138625,0.0,122526
ALP-SU2L,0.4,493.5332744413712,4.0,2.328032251321871e-10,9.998594714025703,False,,,9.998594714025703,0.0,122526
ALP-SU2L,0.4,493.66116341966466,4.0,2.327429146017833e-10,9.99343288406599,False,,,9.99343288406599,0.0,122526
ALP-SU2L,0.4,493.9170408042194,4.0,2.3262234040947565e-10,9.983117218830001,False,,,9.983117218830001,0.0,122526
ALP-SU2L,0.4,494.4291935257279,4.0,2.3238137938556277e-10,9.962517828546934,False,,,9.962517828546934,0.0,122526
ALP-SU2L,0.4,498.5455798462294,4.0,2.3046265506042276e-10,9.799245842198628,False,,,9.799245842198628,0.0,122526
ALP-SU2L,0.4,506.8814511367597,4.0,2.266726031152407e-10,9.480686840548744,False,,,9.480686840548744,0.0,122526
ALP-SU2L,0.4,541.6422257822602,4.0,2.1212551852666704e-10,8.306710202747087,False,,,8.306710202747087,0.0,122526
ALP-SU2L,0.4,618.4786957496933,4.0,1.8577218389184424e-10,6.376884071346008,False,,,6.376884071346008,0.0,122526
ALP-SU2L,0.4,806.3975601795996,4.0,1.4248076094675994e-10,3.7579645442233085,False,,,3.7579645442233085,0.0,122526
ALP-SU2L,0.4,1000.0,4.0,1.14896138e-10,2.4471557258734458,False,,,2.4471557258734458,0.0,122527
ALP-photon-combined,0.4,4.0,4.0,1.5314137523943464e-13,24223.37439562777,True,8089.725365329043,16133.649030298728,,0.666036398017726,348452
ALP-photon-combined,0.4,6.8,4.0,9.008316190554979e-14,12340.440629964338,True,3529.3925641141705,8811.048065850167,,0.7139978490278293,349785
ALP-photon-combined,0.4,11.559999999999999,4.0,5.2990095238558706e-14,5616.351427285369,True,1429.2370142385807,4187.114413046788,,0.7455221538853394,350561
ALP-photon-combined,0.4,19.651999999999997,4.0,3.117064425797571e-14,2334.0947442953557,True,547.7122732847533,1786.3824710106023,,0.7653427417102971,350973
ALP-photon-combined,0.4,33.40839999999999,4.0,1.8335673092926887e-14,908.3058120142041,True,202.14484611732928,706.1609658968748,,0.7774484722617099,351227
ALP-photon-combined,0.4,56.794279999999986,4.0,1.0785690054662877e-14,337.974760611139,True,72.7630955408336,265.2116650703054,,0.7847084929973452,351347
ALP-photon-combined,0.4,96.55027599999997,4.0,6.344523561566399e-15,122.23344585373808,True,25.7890501344099,96.44439571932817,,0.789018055129784,351426
ALP-photon-combined,0.4,164.13546919999993,4.0,3.732072683274352e-15,43.44698055605007,True,9.054355201886784,34.392625354163286,,0.7915998974841083,351496
ALP-photon-combined,0.4,279.0302976399999,4.0,2.1953368725143246e-15,15.275059138044327,True,3.159862295669251,12.115196842375076,,0.7931358388132689,351535
ALP-photon-combined,0.4,318.6130739895649,4.0,1.9226000153961073e-15,11.748775602884756,True,2.4271457735040234,9.321629829380733,,0.793412875048182,351540
ALP-photon-combined,0.4,340.462832427605,4.0,1.799214018722565e-15,10.302671281369257,True,2.127078971189539,8.175592310179718,,0.7935410231872561,351545
ALP-photon-combined,0.4,343.29736680461133,4.0,1.7843582858192498e-15,10.13478144264803,True,2.092269116461813,8.042512326186218,,0.7935555760820491,351545
ALP-photon-combined,0.4,344.72347137968046,4.0,1.776976480615256e-15,10.051860594125529,True,2.075077879805862,7.976782714319667,,0.7935628075643457,351545
ALP-photon-combined,0.4,345.4387437195823,4.0,1.7732970377376151e-15,10.010653771065451,True,2.0665351750044754,7.944118596060975,,0.7935664121181037,351545
ALP-photon-combined,0.4,345.61779357972233,4.0,1.772378368061193e-15,10.000378366071333,True,2.064404986187252,7.93597337988408,,0.7935673120937865,351545
ALP-photon-combined,0.4,345.62339038301366,4.0,1.7723496673037795e-15,10.000057428893495,True,2.064338453093845,7.93571897579965,,0.7935673402105388,351545
ALP-photon-combined,0.4,345.6289872769375,4.0,1.7723209670111275e-15,9.99973650196822,False,2.0642719221394863,7.935464579828734,,0.7935673683268373,351545
ALP-photon-combined,0.4,345.64018133668856,4.0,1.7722635678200784e-15,9.999094678874075,False,2.064138866647642,7.934955812226433,,0.7935674245580732,351545
ALP-photon-combined,0.4,345.66257054384533,4.0,1.7721487750147888e-15,9.997811155702305,False,2.0638727813295326,7.933938374372771,,0.7935675370151003,351545
ALP-photon-combined,0.4,345.7073533091063,4.0,1.7719192117097583e-15,9.99524460135198,False,2.0633407133402772,7.9319038880117025,,0.793567761907379,351545
ALP-photon-combined,0.4,345.79693624604863,4.0,1.7714601743084074e-15,9.990113460041556,False,2.0622769878268867,7.927836472214669,,0.7935682116048451,351545
ALP-photon-combined,0.4,346.15550018970066,4.0,1.769625213587649e-15,9.969615102272623,False,2.058027553502258,7.911587548770366,,0.7935700092340455,351545
ALP-photon-combined,0.4,351.9433515171169,4.0,1.7405230083681412e-15,9.647475622232273,False,1.9912352034487841,7.656240418783489,,0.7936003902554518,351548
ALP-photon-combined,0.4,363.8109974998197,4.0,1.68374651994417e-15,9.03368506592398,False,1.864124642571307,7.169560423352672,,0.7936473732515887,351550
ALP-photon-combined,0.4,474.3515059879998,4.0,1.2913746308907792e-15,5.335545129980071,False,1.0988763437163747,4.236668786263697,,0.7940460970816531,351554
ALP-photon-combined,0.4,806.3975601795996,4.0,7.596321358181055e-16,1.856394158308363,False,0.38139103925853424,1.4750031190498287,,0.7945527691133889,351559
ALP-photon-combined,0.4,1000.0,4.0,6.125655009577385e-16,1.2090462987037114,False,0.24821480658675307,0.9608314921169583,,0.7947019838256991,351564
ALP-SU2L,0.5,5.0,5.0,1.1765364500000007e-08,56451.70115600155,True,,,56451.70115600155,0.0,122136
ALP-SU2L,0.5,8.5,5.0,6.920802647058827e-09,20306.12835525876,True,,,20306.12835525876,0.0,122205
ALP-SU2L,0.5,14.45,5.0,4.07106038062284e-09,7195.121325362146,True,,,7195.121325362146,0.0,122244
ALP-SU2L,0.5,24.564999999999998,5.0,2.3947414003663765e-09,2527.7804935822533,True,,,2527.7804935822533,0.0,122272
ALP-SU2L,0.5,41.76049999999999,5.0,1.4086714119802215e-09,883.8082809579826,True,,,883.8082809579826,0.0,122293
ALP-SU2L,0.5,70.99284999999999,5.0,8.286302423413068e-10,308.051228762034,True,,,308.051228762034,0.0,122302
ALP-SU2L,0.5,120.68784499999998,5.0,4.874295543184157e-10,107.11375304531231,True,,,107.11375304531231,0.0,122312
ALP-SU2L,0.5,205.16933649999996,5.0,2.8672326724612694e-10,37.19023062181104,True,,,37.19023062181104,0.0,122315
ALP-SU2L,0.5,348.7878720499999,5.0,1.686607454388982e-10,12.897081328955213,True,,,12.897081328955213,0.0,122318
ALP-SU2L,0.5,372.7069493652646,5.0,1.5783666658264503e-10,11.29718224357325,True,,,11.29718224357325,0.0,122318
ALP-SU2L,0.5,385.27475072106023,5.0,1.5268797757938406e-10,10.57322565669257,True,,,10.57322565669257,0.0,122318
ALP-SU2L,0.5,391.7166907629166,5.0,1.501769617869168e-10,10.228823947943246,True,,,10.228823947943246,0.0,122318
ALP-SU2L,0.5,394.9779408033325,5.0,1.489369821017197e-10,10.0608502995186,True,,,10.0608502995186,0.0,122318
ALP-SU2L,0.5,395.79748695955243,5.0,1.4862859022147278e-10,10.019289386832158,True,,,10.019289386832158,0.0,122318
ALP-SU2L,0.5,396.00263906241383,5.0,1.4855159207847693e-10,10.008925994820252,True,,,10.008925994820252,0.0,122318
ALP-SU2L,0.5,396.10525498627135,5.0,1.4851310796681785e-10,10.003748316617857,True,,,10.003748316617857,0.0,122318
ALP-SU2L,0.5,396.1565729193203,5.0,1.4849386964981766e-10,10.00116048136228,True,,,10.00116048136228,0.0,122318
ALP-SU2L,0.5,396.1694034413867,5.0,1.4848906045997433e-10,10.00051362708638,True,,,10.00051362708638,0.0,122318
ALP-SU2L,0.5,396.1758188582497,5.0,1.4848665592346023e-10,10.000190215627269,True,,,10.000190215627269,0.0,122318
ALP-SU2L,0.5,396.1822343790016,5.0,1.4848425142588362e-10,9.999866814620274,False,,,9.999866814620274,0.0,122318
ALP-SU2L,0.5,396.207897500931,5.0,1.4847463382493987e-10,9.998573315106656,False,,,9.998573315106656,0.0,122318
ALP-SU2L,0.5,396.61873360542705,5.0,1.4832083690359272e-10,9.977900048334682,False,,,9.977900048334682,0.0,122318
ALP-SU2L,0.5,398.26634248695615,5.0,1.4770724066879115e-10,9.89563326620421,False,,,9.89563326620421,0.0,122318
ALP-SU2L,0.5,454.76374687477465,5.0,1.2935688674453375e-10,7.592343630734341,False,,,7.592343630734341,0.0,122318
ALP-SU2L,0.5,592.9393824849999,5.0,9.921220319935187e-11,4.468742062080212,False,,,4.468742062080212,0.0,122317
ALP-SU2L,0.5,1000.0,5.0,5.882682250000003e-11,1.5724080635116178,False,,,1.5724080635116178,0.0,122317
ALP-photon-combined,0.5,5.0,5.0,6.266850655610408e-14,6149.472523196024,True,2389.7486387086446,3759.7238844873796,,0.6113896550160312,357574
ALP-photon-combined,0.5,8.5,5.0,3.6863827385943577e-14,2906.823782263077,True,1011.0140636484373,1895.8097186146397,,0.6521928608753425,358468
ALP-photon-combined,0.5,14.45,5.0,2.1684604344672694e-14,1244.1329800594228,True,399.37810103376427,844.7548790256586,,0.6789908253901533,359022
ALP-photon-combined,0.5,24.564999999999998,5.0,1.275564961451335e-14,494.1801848055668,True,150.3182135495711,343.8619712559957,,0.6958230658141156,359331
ALP-photon-combined,0.5,41.76049999999999,5.0,7.503323302654912e-15,186.46446918847946,True,54.797908891575865,131.66656029690358,,0.7061214443155612,359525
ALP-photon-combined,0.5,70.99284999999999,5.0,4.4137195897970075e-15,68.02065371784141,True,19.56704788035457,48.45360583748684,,0.7123366681902051,359618
ALP-photon-combined,0.5,120.68784499999998,5.0,2.596305641057063e-15,24.297948271649226,True,6.900155814685272,17.397792456963955,,0.716018993145345,359675
ALP-photon-combined,0.5,157.35769788054486,5.0,1.9912755270376955e-15,14.447224166441266,True,4.084688126949857,10.36253603949141,,0.7172683084382414,359692
ALP-photon-combined,0.5,179.68020054340667,5.0,1.7438901550247545e-15,11.130019607469736,True,3.141086770579725,7.988932836890011,,0.7177824584898633,359703
ALP-photon-combined,0.5,185.73907621461387,5.0,1.6870038290621516e-15,10.426299665148377,True,2.9412445566710317,7.485055108477345,,0.7179013982781804,359704
ALP-photon-combined,0.5,188.84470405595306,5.0,1.6592603660607805e-15,10.091275217329965,True,2.8461226806883912,7.245152536641575,,0.7179620395447464,359706
ALP-photon-combined,0.5,189.62919098324446,5.0,1.6523960849899275e-15,10.009166349766737,True,2.822824750134595,7.186341599632142,,0.7179760380143566,359706
ALP-photon-combined,0.5,189.6783294805766,5.0,1.6519680115203e-15,10.004056620842885,True,2.8213749506353114,7.182681670207574,,0.7179769110105659,359706
ALP-photon-combined,0.5,189.70290350399736,5.0,1.6517540163739126e-15,10.001502727446375,True,2.8206503289343985,7.180852398511977,,0.7179773474246126,359706
ALP-photon-combined,0.5,189.71519170957683,5.0,1.6516470291962543e-15,10.00022602344351,True,2.820288087575522,7.179937935867987,,0.7179775656106245,359706
ALP-photon-combined,0.5,189.7182638853418,5.0,1.6516202834846319e-15,9.999906872720128,False,2.820197534473513,7.1797093382466155,,0.7179776201549389,359706
ALP-photon-combined,0.5,189.7213361108564,5.0,1.6515935382061124e-15,9.999587732107054,False,2.820106984266403,7.179480747840651,,0.717977674698378,359706
ALP-photon-combined,0.5,189.7274807111378,5.0,1.6515400489483541e-15,9.998949481210543,False,2.8199258925365176,7.179023588674026,,0.7179777837826302,359706
ALP-photon-combined,0.5,189.82582138514633,5.0,1.650684456382598e-15,9.988742964631555,False,2.8170299990339065,7.171712965597649,,0.7179795286545533,359706
ALP-photon-combined,0.5,190.02265567714946,5.0,1.6489746007596735e-15,9.968360945930211,False,2.8112470922737733,7.157113853656438,,0.7179830157111714,359706
ALP-photon-combined,0.5,190.41693677735006,5.0,1.645560201122783e-15,9.927720676600282,False,2.7997167156140272,7.1280039609862555,,0.7179899790882532,359706
ALP-photon-combined,0.5,192.0022591733693,5.0,1.6319731555741038e-15,9.766838608756206,False,2.7541050377999365,7.012733570956271,,0.7180146874413575,359707
ALP-photon-combined,0.5,205.16933649999996,5.0,1.5272386123865078e-15,8.569344150369696,False,2.4145556050352384,6.1547885453344575,,0.7182333253670211,359708
ALP-photon-combined,0.5,348.7878720499999,5.0,8.983756543450047e-16,2.9990126153271324,False,0.8411176162264131,2.1578949991007192,,0.7195351523605832,359735
ALP-photon-combined,0.5,592.9393824849999,5.0,5.284562672617674e-16,1.0447398776293952,False,0.2922195504563402,0.7525203271730552,,0.720294441981662,359759
ALP-photon-combined,0.5,1000.0,5.0,3.1334253278052043e-16,0.36875670013087813,False,0.10297384714653883,0.2657828529843393,,0.7207539629517467,359769
ALP-SU2L,0.6,6.0,6.0,5.673883339962018e-09,27385.79239297076,True,,,27385.79239297076,0.0,122180
ALP-SU2L,0.6,10.2,6.0,3.3375784352717753e-09,9857.418753903947,True,,,9857.418753903947,0.0,122258
ALP-SU2L,0.6,17.34,6.0,1.963281432512809e-09,3495.0680016632236,True,,,3495.0680016632236,0.0,122309
ALP-SU2L,0.6,29.477999999999998,6.0,1.1548714308898876e-09,1228.6066875438305,True,,,1228.6066875438305,0.0,122345
ALP-SU2L,0.6,50.11259999999999,6.0,6.793361358175811e-10,429.45295300400187,True,,,429.45295300400187,0.0,122363
ALP-SU2L,0.6,85.19141999999998,6.0,3.9960949165740063e-10,149.57998415190778,True,,,149.57998415190778,0.0,122374
ALP-SU2L,0.6,144.82541399999997,6.0,2.350644068572945e-10,51.97257567804048,True,,,51.97257567804048,0.0,122376
ALP-SU2L,0.6,246.20320379999993,6.0,1.382731805042909e-10,18.03019287350928,True,,,18.03019287350928,0.0,122378
ALP-SU2L,0.6,321.0097036763115,6.0,1.060506883433639e-10,10.615603317059518,True,,,10.615603317059518,0.0,122380
ALP-SU2L,0.6,326.37710774332254,6.0,1.0430664171013266e-10,10.26981355720343,True,,,10.26981355720343,0.0,122380
ALP-SU2L,0.6,329.0943709616595,6.0,1.0344540363997371e-10,10.101162913573393,True,,,10.101162913573393,0.0,122380
ALP-SU2L,0.6,330.4614743345352,6.0,1.0301745493427516e-10,10.01787834226359,True,,,10.01787834226359,0.0,122380
ALP-SU2L,0.6,330.63276108750375,6.0,1.0296408597804487e-10,10.007516137264073,True,,,10.007516137264073,0.0,122380
ALP-SU2L,0.6,330.7184377544999,6.0,1.0293741186889389e-10,10.002339052124965,True,,,10.002339052124965,0.0,122380
ALP-SU2L,0.6,330.7398603899841,6.0,1.0293074442140344e-10,10.001045199081112,True,,,10.001045199081112,0.0,122380
ALP-SU2L,0.6,330.7505722280982,6.0,1.0292741085960859e-10,10.000398335280469,True,,,10.000398335280469,0.0,122380
ALP-SU2L,0.6,330.7559282772532,6.0,1.029257441191972e-10,10.000074919059283,True,,,10.000074919059283,0.0,122380
ALP-SU2L,0.6,330.761284413142,6.0,1.0292407740577597e-10,9.999751513290413,False,,,9.999751513290413,0.0,122380
ALP-SU2L,0.6,330.8041366228388,6.0,1.0291074466999802e-10,9.997164643382108,False,,,9.997164643382108,0.0,122380
ALP-SU2L,0.6,331.1471542247053,6.0,1.0280414494116858e-10,9.976493744738606,False,,,9.976493744738606,0.0,122380
ALP-SU2L,0.6,331.83425684323646,6.0,1.025912766319804e-10,9.935279994945946,False,,,9.935279994945946,0.0,122380
ALP-SU2L,0.6,343.02381751592117,6.0,9.924471217859971e-11,9.298529098379943,False,,,9.298529098379943,0.0,122380
ALP-SU2L,0.6,366.54760910854964,6.0,9.287552065219038e-11,8.144807434405296,False,,,8.144807434405296,0.0,122381
ALP-SU2L,0.6,418.5454464599999,6.0,8.133716500252405e-11,6.248793165714255,False,,,6.248793165714255,0.0,122381
ALP-SU2L,0.6,711.5272589819998,6.0,4.7845391177955323e-11,2.1642752055819487,False,,,2.1642752055819487,0.0,122382
ALP-SU2L,0.6,1000.0,6.0,3.404330003977211e-11,1.0961551298294718,False,,,1.0961551298294718,0.0,122383
ALP-photon-combined,0.6,6.0,6.0,3.0196615342202544e-14,1873.288497351256,True,830.8171114846626,1042.4713858665932,,0.556492706457441,364774
ALP-photon-combined,0.6,10.2,6.0,1.7762714907177967e-14,835.3029890999088,True,342.66967599117356,492.63331310873525,,0.5897660124975471,365382
ALP-photon-combined,0.6,17.34,6.0,1.0448655827751746e-14,341.79394438880854,True,132.75033098707615,209.0436134017324,,0.6116071300664541,365742
ALP-photon-combined,0.6,29.477999999999998,6.0,6.1462681339716156e-15,131.56379474977106,True,49.303163738654085,82.26063101111698,,0.6252527997354692,365966
ALP-photon-combined,0.6,50.11259999999999,6.0,3.615451843512715e-15,48.60599057464892,True,17.81018533199842,30.795805242650502,,0.6335804471540274,366056
ALP-photon-combined,0.6,85.19141999999998,6.0,2.1267363785368916e-15,17.502115879259335,True,6.324890033126667,11.177225846132668,,0.6386214057340405,366128
ALP-photon-combined,0.6,111.07602203332578,6.0,1.6311323428458438e-15,10.43448312702987,True,3.7530004219929607,6.681482705036909,,0.6403271368304723,366147
ALP-photon-combined,0.6,112.93325527450607,6.0,1.6043077091227297e-15,10.1014427454568,True,3.632280184634043,6.469162560822757,,0.6404196631943799,366148
ALP-photon-combined,0.6,113.40239558141698,6.0,1.5976707645751428e-15,10.019831914528913,True,3.6027075355190727,6.41712437900984,,0.6404423181695202,366148
ALP-photon-combined,0.6,113.46117498424181,6.0,1.5968430793915066e-15,10.00967652107137,True,3.5990278044652735,6.410648716606097,,0.6404451435679306,366148
ALP-photon-combined,0.6,113.49057610975079,6.0,1.5964293976092418e-15,10.00460264242928,True,3.5971893386528957,6.407413303776384,,0.6404465557285302,366148
ALP-photon-combined,0.6,113.50527952939284,6.0,1.5962225969083469e-15,10.002066657080988,True,3.5962704554704703,6.405796201610518,,0.640447261674218,366148
ALP-photon-combined,0.6,113.5126319535437,6.0,1.5961192066039403e-15,10.000798902831445,True,3.595811101284602,6.404987801546843,,0.6404476146134137,366148
