mass_GeV,seed,number_of_events,photon_truth_worst_accuracy,photon_limiting_lifetime_index,photon_limiting_ctau_m,su2_truth_worst_accuracy,su2_limiting_lifetime_index,su2_limiting_ctau_m,worst_case_correct_fraction,limiting_truth_model,limiting_truth_lifetime_index,limiting_truth_ctau_m
0.5,83244,5,0.99601,0,4.999999999999999,0.99758,4,11.943159660801848,0.99601,photon,0,4.999999999999999
0.5,83244,6,0.99812,0,4.999999999999999,0.99888,13,84.71396599176529,0.99812,photon,0,4.999999999999999
0.5,83244,7,0.99927,0,4.999999999999999,0.99952,16,162.76721762560175,0.99927,photon,0,4.999999999999999
0.5,83244,8,0.99972,0,4.999999999999999,0.99976,15,130.92712493095644,0.99972,photon,0,4.999999999999999
0.5,83244,9,0.99987,0,4.999999999999999,0.99986,19,312.7367113960327,0.99986,su2,19,312.7367113960327
0.5,83244,10,0.99993,2,6.734011006120271,0.99996,8,28.527812536680912,0.99993,photon,2,6.734011006120271
0.5,83244,11,0.99993,2,6.734011006120271,0.99997,10,44.09030355585049,0.99993,photon,2,6.734011006120271
0.5,83244,12,0.99998,1,5.802590372463091,0.99999,9,35.46547496547396,0.99998,photon,1,5.802590372463091
0.5,93247,1,0.85321,0,4.999999999999999,0.91543,14,105.31550697214851,0.85321,photon,0,4.999999999999999
0.5,93247,2,0.94482,0,4.999999999999999,0.97434,14,105.31550697214851,0.94482,photon,0,4.999999999999999
0.5,93247,3,0.9802,0,4.999999999999999,0.98861,13,84.71396599176529,0.9802,photon,0,4.999999999999999
0.5,93247,4,0.99192,0,4.999999999999999,0.99459,9,35.46547496547396,0.99192,photon,0,4.999999999999999
0.5,93247,5,0.99657,0,4.999999999999999,0.99743,9,35.46547496547396,0.99657,photon,0,4.999999999999999
0.5,93247,6,0.99848,0,4.999999999999999,0.99879,19,312.7367113960327,0.99848,photon,0,4.999999999999999
0.5,93247,7,0.99925,0,4.999999999999999,0.99942,12,68.14244397980099,0.99925,photon,0,4.999999999999999
0.5,93247,8,0.99965,0,4.999999999999999,0.99972,13,84.71396599176529,0.99965,photon,0,4.999999999999999
0.5,93247,9,0.99987,1,5.802590372463091,0.99984,17,202.35048426787822,0.99984,su2,17,202.35048426787822
0.5,93247,10,0.99989,1,5.802590372463091,0.99991,12,68.14244397980099,0.99989,photon,1,5.802590372463091
0.5,93247,11,0.99997,0,4.999999999999999,0.99996,16,162.76721762560175,0.99996,su2,16,162.76721762560175
0.5,93247,12,0.99997,0,4.999999999999999,0.99996,16,162.76721762560175,0.99996,su2,16,162.76721762560175
0.5,103250,1,0.85453,0,4.999999999999999,0.91501,19,312.7367113960327,0.85453,photon,0,4.999999999999999
0.5,103250,2,0.94517,0,4.999999999999999,0.97421,12,68.14244397980099,0.94517,photon,0,4.999999999999999
0.5,103250,3,0.97966,0,4.999999999999999,0.98848,13,84.71396599176529,0.97966,photon,0,4.999999999999999
0.5,103250,4,0.99187,0,4.999999999999999,0.99444,13,84.71396599176529,0.99187,photon,0,4.999999999999999
0.5,103250,5,0.99603,0,4.999999999999999,0.99752,13,84.71396599176529,0.99603,photon,0,4.999999999999999
0.5,103250,6,0.99827,0,4.999999999999999,0.99882,18,251.55998290533202,0.99827,photon,0,4.999999999999999
0.5,103250,7,0.9993,1,5.802590372463091,0.99945,13,84.71396599176529,0.9993,photon,1,5.802590372463091
0.5,103250,8,0.99964,1,5.802590372463091,0.99973,6,18.458391584832217,0.99964,photon,1,5.802590372463091
0.5,103250,9,0.99982,2,6.734011006120271,0.99985,6,18.458391584832217,0.99982,photon,2,6.734011006120271
0.5,103250,10,0.99991,2,6.734011006120271,0.99993,3,9.606870350127615,0.99991,photon,2,6.734011006120271
0.5,103250,11,0.99996,1,5.802590372463091,0.99996,3,9.606870350127615,0.99996,photon,1,5.802590372463091
0.5,103250,12,0.99998,2,6.734011006120271,0.99997,3,9.606870350127615,0.99997,su2,3,9.606870350127615
0.5,113253,1,0.85367,0,4.999999999999999,0.91526,19,312.7367113960327,0.85367,photon,0,4.999999999999999
0.5,113253,2,0.94572,0,4.999999999999999,0.97404,16,162.76721762560175,0.94572,photon,0,4.999999999999999
0.5,113253,3,0.98011,0,4.999999999999999,0.98846,13,84.71396599176529,0.98011,photon,0,4.999999999999999
0.5,113253,4,0.99083,0,4.999999999999999,0.99482,13,84.71396599176529,0.99083,photon,0,4.999999999999999
0.5,113253,5,0.99611,0,4.999999999999999,0.9977,13,84.71396599176529,0.99611,photon,0,4.999999999999999
0.5,113253,6,0.99838,0,4.999999999999999,0.99887,12,68.14244397980099,0.99838,photon,0,4.999999999999999
0.5,113253,7,0.99925,0,4.999999999999999,0.99946,15,130.92712493095644,0.99925,photon,0,4.999999999999999
0.5,113253,8,0.99963,0,4.999999999999999,0.99974,14,105.31550697214851,0.99963,photon,0,4.999999999999999
0.5,113253,9,0.99983,1,5.802590372463091,0.99986,16,162.76721762560175,0.99983,photon,1,5.802590372463091
0.5,113253,10,0.9999,0,4.999999999999999,0.99992,14,105.31550697214851,0.9999,photon,0,4.999999999999999
0.5,113253,11,0.99996,1,5.802590372463091,0.99997,4,11.943159660801848,0.99996,photon,1,5.802590372463091
0.5,113253,12,0.99998,0,4.999999999999999,0.99998,3,9.606870350127615,0.99998,photon,0,4.999999999999999
