mass_GeV,seed,number_of_events,photon_truth_worst_accuracy,photon_limiting_lifetime_index,photon_limiting_ctau_m,su2_truth_worst_accuracy,su2_limiting_lifetime_index,su2_limiting_ctau_m,worst_case_correct_fraction,limiting_truth_model,limiting_truth_lifetime_index,limiting_truth_ctau_m
1.05,83244,6,0.96115,1,10.578886748946001,0.97469,19,135.70125429330454,0.96115,photon,1,10.578886748946001
1.05,83244,7,0.97196,1,10.578886748946001,0.98175,15,79.17827925291732,0.97196,photon,1,10.578886748946001
1.05,83244,8,0.98019,1,10.578886748946001,0.98693,17,103.65612286501181,0.98019,photon,1,10.578886748946001
1.05,83244,9,0.98589,1,10.578886748946001,0.99059,14,69.20087860891422,0.98589,photon,1,10.578886748946001
1.05,83244,10,0.98982,1,10.578886748946001,0.99336,15,79.17827925291732,0.98982,photon,1,10.578886748946001
1.05,83244,11,0.99257,2,10.658366175907164,0.99512,15,79.17827925291732,0.99257,photon,2,10.658366175907164
1.05,83244,12,0.99458,4,10.81912090854495,0.9964,15,79.17827925291732,0.99458,photon,4,10.81912090854495
1.05,93247,1,0.71997,5,10.900405220442927,0.8148,13,60.48074857687998,0.71997,photon,5,10.900405220442927
1.05,93247,2,0.81259,2,10.658366175907164,0.89663,12,52.85945817382395,0.81259,photon,2,10.658366175907164
1.05,93247,3,0.87636,3,10.738442733687481,0.93182,12,52.85945817382395,0.87636,photon,3,10.738442733687481
1.05,93247,4,0.91912,3,10.738442733687481,0.95042,17,103.65612286501181,0.91912,photon,3,10.738442733687481
1.05,93247,5,0.94387,8,11.147940688925186,0.96458,12,52.85945817382395,0.94387,photon,8,11.147940688925186
1.05,93247,6,0.96063,3,10.738442733687481,0.97443,12,52.85945817382395,0.96063,photon,3,10.738442733687481
1.05,93247,7,0.97255,8,11.147940688925186,0.98161,17,103.65612286501181,0.97255,photon,8,11.147940688925186
1.05,93247,8,0.98005,0,10.5,0.98716,17,103.65612286501181,0.98005,photon,0,10.5
1.05,93247,9,0.98561,0,10.5,0.99058,16,90.5942241121398,0.98561,photon,0,10.5
1.05,93247,10,0.98992,0,10.5,0.9932,16,90.5942241121398,0.98992,photon,0,10.5
1.05,93247,11,0.99253,3,10.738442733687481,0.99505,19,135.70125429330454,0.99253,photon,3,10.738442733687481
1.05,93247,12,0.99434,0,10.5,0.99626,19,135.70125429330454,0.99434,photon,0,10.5
1.05,103250,1,0.71842,4,10.81912090854495,0.81368,13,60.48074857687998,0.71842,photon,4,10.81912090854495
1.05,103250,2,0.81215,6,10.98230022330338,0.89688,14,69.20087860891422,0.81215,photon,6,10.98230022330338
1.05,103250,3,0.87518,0,10.5,0.93243,15,79.17827925291732,0.87518,photon,0,10.5
1.05,103250,4,0.91759,6,10.98230022330338,0.95108,14,69.20087860891422,0.91759,photon,6,10.98230022330338
1.05,103250,5,0.94321,0,10.5,0.96508,18,118.60128957124793,0.94321,photon,0,10.5
1.05,103250,6,0.96072,6,10.98230022330338,0.97458,11,46.19854059640977,0.96072,photon,6,10.98230022330338
1.05,103250,7,0.97185,1,10.578886748946001,0.98177,12,52.85945817382395,0.97185,photon,1,10.578886748946001
1.05,103250,8,0.98016,1,10.578886748946001,0.98724,16,90.5942241121398,0.98016,photon,1,10.578886748946001
1.05,103250,9,0.98594,7,11.064810505261978,0.99076,12,52.85945817382395,0.98594,photon,7,11.064810505261978
1.05,103250,10,0.98972,1,10.578886748946001,0.99318,17,103.65612286501181,0.98972,photon,1,10.578886748946001
1.05,103250,11,0.99252,1,10.578886748946001,0.99499,12,52.85945817382395,0.99252,photon,1,10.578886748946001
1.05,103250,12,0.99436,0,10.5,0.9964,15,79.17827925291732,0.99436,photon,0,10.5
1.05,113253,1,0.7174,0,10.5,0.81435,14,69.20087860891422,0.7174,photon,0,10.5
1.05,113253,2,0.81147,0,10.5,0.89687,15,79.17827925291732,0.81147,photon,0,10.5
1.05,113253,3,0.87523,0,10.5,0.93229,17,103.65612286501181,0.87523,photon,0,10.5
1.05,113253,4,0.91811,0,10.5,0.95102,14,69.20087860891422,0.91811,photon,0,10.5
1.05,113253,5,0.94396,0,10.5,0.96456,17,103.65612286501181,0.94396,photon,0,10.5
1.05,113253,6,0.96057,0,10.5,0.97486,17,103.65612286501181,0.96057,photon,0,10.5
1.05,113253,7,0.97196,0,10.5,0.98214,11,46.19854059640977,0.97196,photon,0,10.5
1.05,113253,8,0.97981,0,10.5,0.98678,14,69.20087860891422,0.97981,photon,0,10.5
1.05,113253,9,0.98579,1,10.578886748946001,0.99063,14,69.20087860891422,0.98579,photon,1,10.578886748946001
1.05,113253,10,0.98933,8,11.147940688925186,0.99331,11,46.19854059640977,0.98933,photon,8,11.147940688925186
1.05,113253,11,0.99225,0,10.5,0.9952,19,135.70125429330454,0.99225,photon,0,10.5
1.05,113253,12,0.99417,8,11.147940688925186,0.99654,19,135.70125429330454,0.99417,photon,8,11.147940688925186
