"mass","coupling"
2.82597445459208911e-34,5.04731102945213164e-13
2.84371528700774067e-34,5.04731102945213164e-13
2.86156749238156716e-34,5.04731102945213164e-13
2.87953176988801256e-34,5.04731102945213164e-13
2.89760882309071067e-34,5.04731102945213164e-13
2.91579935997011018e-34,5.04731102945213164e-13
2.93410409295127279e-34,5.04731102945213164e-13
2.95252373893160801e-34,5.04731102945213164e-13
2.97105901930914377e-34,5.04731102945213164e-13
2.98971066001061019e-34,5.04731102945213164e-13
3.00847939151994073e-34,5.04731102945213164e-13
3.02736594890695746e-34,5.04731102945213164e-13
3.04637107185601134e-34,5.04731102945213164e-13
3.06549550469502565e-34,5.04731102945213164e-13
3.08473999642472081e-34,5.04731102945213164e-13
3.10410530074780198e-34,5.04731102945213164e-13
3.12359217609854848e-34,5.04731102945213164e-13
3.1432013856725974e-34,5.04731102945213164e-13
3.16293369745665331e-34,5.04731102945213164e-13
3.18278988425877191e-34,5.04731102945213164e-13
3.20277072373844677e-34,5.04731102945213164e-13
3.22287699843714182e-34,5.04731102945213164e-13
3.24310949580902092e-34,5.04731102945213164e-13
3.26346900825162779e-34,5.04731102945213164e-13
3.28395633313699896e-34,5.04731102945213164e-13
3.30457227284297598e-34,5.04731102945213164e-13
3.32531763478446536e-34,5.04731102945213164e-13
3.34619323144514381e-34,5.04731102945213164e-13
3.36719988040935913e-34,5.04731102945213164e-13
3.38833840439396042e-34,5.04731102945213164e-13
3.40960963128073944e-34,5.04731102945213164e-13
3.43101439414865931e-34,5.04731102945213164e-13
3.45255353130656635e-34,5.04731102945213164e-13
3.47422788632610484e-34,5.04731102945213164e-13
3.4960383080745886e-34,5.04731102945213164e-13
3.51798565074832858e-34,5.04731102945213164e-13
3.5400707739061748e-34,5.04731102945213164e-13
3.56229454250300745e-34,5.04731102945213164e-13
3.5846578269236999e-34,5.04731102945213164e-13
3.60716150301729209e-34,5.04731102945213164e-13
3.62980645213109178e-34,5.04731102945213164e-13
3.65259356114542424e-34,5.04731102945213164e-13
3.67552372250816139e-34,5.04731102945213164e-13
3.69859783426976126e-34,5.04731102945213164e-13
3.72181680011853139e-34,5.04731102945213164e-13
3.74518152941584226e-34,5.04731102945213164e-13
3.76869293723182831e-34,5.04731102945213164e-13
3.79235194438132138e-34,5.04731102945213164e-13
3.8161594774596991e-34,5.04731102945213164e-13
3.84011646887941984e-34,5.04731102945213164e-13
3.86422385690632528e-34,5.04731102945213164e-13
3.88848258569647745e-34,5.04731102945213164e-13
3.91289360533323456e-34,5.04731102945213164e-13
3.93745787186426808e-34,5.04731102945213164e-13
3.96217634733910136e-34,5.04731102945213164e-13
3.98704999984688668e-34,5.04731102945213164e-13
4.01207980355409128e-34,5.04731102945213164e-13
4.03726673874291172e-34,5.04731102945213164e-13
4.06261179184943794e-34,5.04731102945213164e-13
4.08811595550238212e-34,5.04731102945213164e-13
4.11378022856205735e-34,5.04731102945213164e-13
4.13960561615929751e-34,5.04731102945213164e-13
4.16559312973492083e-34,5.04731102945213164e-13
4.19174378707944505e-34,5.04731102945213164e-13
4.21805861237274751e-34,5.04731102945213164e-13
4.24453863622427392e-34,5.04731102945213164e-13
4.27118489571350939e-34,5.04731102945213164e-13
4.29799843443035295e-34,5.04731102945213164e-13
4.32498030251626538e-34,5.04731102945213164e-13
4.35213155670515436e-34,5.04731102945213164e-13
4.37945326036486392e-34,5.04731102945213164e-13
4.40694648353893022e-34,5.04731102945213164e-13
4.43461230298827664e-34,5.04731102945213164e-13
4.46245180223348668e-34,5.04731102945213164e-13
4.49046607159735215e-34,5.04731102945213164e-13
4.51865620824735819e-34,5.04731102945213164e-13
4.54702331623875959e-34,5.04731102945213164e-13
4.57556850655793267e-34,5.04731102945213164e-13
4.60429289716562795e-34,5.04731102945213164e-13
4.63319761304105121e-34,5.04731102945213164e-13
4.66228378622566438e-34,5.04731102945213164e-13
4.69155255586762847e-34,5.04731102945213164e-13
4.72100506826653661e-34,5.04731102945213164e-13
4.75064247691807641e-34,5.04731102945213164e-13
4.78046594255932323e-34,5.04731102945213164e-13
