reference,branch,mass_GeV,eventcalc_coupling_GeV_inv,reference_coupling_GeV_inv,log10_reference_over_eventcalc_dex,absolute_log_distance_dex,coupling_ratio_reference_over_eventcalc
geom_only,lower,0.04123316423404941,7.287396482920887e-08,8.076162231157921e-08,0.04463263563591102,0.04463263563591102,1.1082369746295027
geom_only,lower,0.0415629283829618,7.256707102948213e-08,8.014124129028721e-08,0.04311647051040788,0.04311647051040788,1.1043747550142666
geom_only,lower,0.04189532983599401,7.226146965023136e-08,7.952390021170735e-08,0.04159088169531878,0.04159088169531878,1.1005021153960537
geom_only,lower,0.04223038968510843,7.195715524869204e-08,7.891309397225259e-08,0.040075085613771926,0.040075085613771926,1.0966677837599337
geom_only,lower,0.04256812919095138,7.165412240502075e-08,7.831109004884203e-08,0.03858208787582822,0.03858208787582822,1.0929041822073147
geom_only,lower,0.04290856978420216,7.139776197827125e-08,7.770548074401296e-08,0.03676705298640219,0.03676705298640219,1.088346169277146
geom_only,lower,0.04325173306693298,7.115306726920115e-08,7.711468696379776e-08,0.03494347356174117,0.03494347356174117,1.0837858425982028
geom_only,lower,0.04359764081397959,7.090921117886332e-08,7.652047297069827e-08,0.03307499158064787,0.03307499158064787,1.0791330448971002
geom_only,lower,0.043946314974323025,7.066619083314026e-08,7.592932997822171e-08,0.03119788567782327,0.03119788567782327,1.0744788856315883
geom_only,lower,0.044297777672482296,7.042400336776453e-08,7.535047092085706e-08,0.029365261270024572,0.029365261270024572,1.0699543808574157
geom_only,lower,0.0446520512099183,7.018264592828511e-08,7.477221176184904e-08,0.027510489913238314,0.027510489913238314,1.0653945968103524
geom_only,lower,0.045009158066448916,6.994211567003392e-08,7.422585205797374e-08,0.025816426586993964,0.025816426586993964,1.0612468803224255
geom_only,lower,0.04536912090167536,6.970240975809168e-08,7.377188550769465e-08,0.024643090742342773,0.024643090742342773,1.0583835733043727
geom_only,lower,0.0457319625564201,6.946352536725544e-08,7.335489554758352e-08,0.023672282461317855,0.023672282461317855,1.0560203381523514
geom_only,lower,0.04609770605417616,6.92254596820046e-08,7.293646664093901e-08,0.022678872078296674,0.022678872078296674,1.0536075452005862
geom_only,lower,0.046466374602567986,6.898820989646795e-08,7.252032804571483e-08,0.021684883923509094,0.021684883923509094,1.0511988665099097
geom_only,lower,0.04683799159482413,6.875177321439057e-08,7.21022245860117e-08,0.02066476053859393,0.02066476053859393,1.0487325812117358
geom_only,lower,0.04721258061126147,6.851614684910102e-08,7.16927828488995e-08,0.019682506911631297,0.019682506911631297,1.046363319390897
geom_only,lower,0.04759016542078173,6.827611859798235e-08,7.128094671076414e-08,0.0187046349963573,0.0187046349963573,1.0440099433665022
geom_only,lower,0.04797076998237937,6.801992242111371e-08,7.087470834997926e-08,0.01785515250888812,0.01785515250888812,1.0419698498212255
geom_only,lower,0.04835441844666212,6.77646875830322e-08,7.046807362134781e-08,0.016988958963773695,0.016988958963773695,1.0398937283522949
geom_only,lower,0.04874113515738328,6.75104104764542e-08,7.006887360354719e-08,0.01615438743030229,0.01615438743030229,1.0378973125631537
geom_only,lower,0.04913094465298647,6.725708750763197e-08,6.966707033268175e-08,0.015289491041711345,0.015289491041711345,1.0358323994445389
geom_only,lower,0.04952387166816266,6.700471509630272e-08,6.926972503744944e-08,0.014438098817443257,0.014438098817443257,1.0338037396008821
geom_only,lower,0.04991994113541961,6.67532896756381e-08,6.88716949562185e-08,0.013568098179750772,0.013568098179750772,1.0317348446926582
geom_only,lower,0.05031917818666402,6.650280769219376e-08,6.859782720610406e-08,0.013470378679345517,0.013470378679345517,1.0315027227663385
geom_only,lower,0.05072160815479616,6.625326560585915e-08,6.834972407143707e-08,0.01352947625989391,0.01352947625989391,1.0316430963275043
geom_only,lower,0.05112725657531738,6.600465988980743e-08,6.810911176939469e-08,0.013630619002856946,0.013630619002856946,1.0318833834323298
geom_only,lower,0.05153614918795035,6.575698703044569e-08,6.78628344027922e-08,0.01369008899290596,0.01369008899290596,1.032024693761767
geom_only,lower,0.051948311938272394,6.551024352736527e-08,6.7617463502074e-08,0.013749661399014393,0.013749661399014393,1.032166266849985
geom_only,lower,0.05236377097936182,6.526442589329225e-08,6.737607307658919e-08,0.01382917307614303,0.01382917307614303,1.0323552556296058
geom_only,lower,0.0527825526734573,6.501953065403825e-08,6.713494997991191e-08,0.013904839474081455,0.013904839474081455,1.0325351368211126
geom_only,lower,0.05320468359363084,6.47600297653103e-08,6.689791900709892e-08,0.014105568689951784,0.014105568689951784,1.033012480839436
geom_only,lower,0.05363019052547379,6.449358455022172e-08,6.665371879649907e-08,0.014307869249962264,0.014307869249962264,1.0334937848677839
geom_only,lower,0.0540591004687965,6.42282355831258e-08,6.641395875139853e-08,0.014533376442917828,0.014533376442917828,1.0340305653491588
geom_only,lower,0.054491440639341575,6.396397835367849e-08,6.617777645709367e-08,0.014776703339886274,0.014776703339886274,1.0346100752391345
