model,mass_GeV,coupling_GeV_inv,coupling_squared_GeV_inv2,ctau_m,unit_coupling_ctau_m,yield_per_PoT_per_coupling_squared,N_LLP_total,epsilon_polar,epsilon_azimuthal,mean_P_decay,sum_P_decay,visible_Br,sampled_inside_volume,N_events,N_events_gt_3,N_events_gt_10,N_events_gt_30,N_events_gt_100,log10_N_events
ALP-SU2L,4.8765,0.0001450427043536,2.1037386086211373e-08,0.0030141783126414,6.341043289572273e-11,2.69324369436326e-09,33995.28445354449,0.8747012649472755,0.64005,2.1146974480251e-74,1.353512101608465e-69,1.0,64005,4.024765458769166e-70,False,False,False,False,-69.39525942285641
ALP-SU2L,4.8765,0.0001732050807568,3.000000000000001e-08,0.002113681096524,6.341043289572273e-11,2.69324369436326e-09,48478.3864985387,0.8747012649472755,0.64005,9.660391835894424e-104,6.183133794564226e-99,1.0,64005,2.621902607928272e-99,False,False,False,False,-98.5813834444632
ALP-SU2L,4.8765,0.0002068356359852,4.2780980313418864e-08,0.0014822108430234,6.341043289572273e-11,2.69324369436326e-09,69131.76328067647,0.8747012649472755,0.64005,1.3958553114744722e-145,8.93417192109236e-141,1.0,64005,5.402461668213726e-141,False,False,False,False,-140.2674083058593
ALP-SU2L,4.8765,0.0002469961050014,6.10070758859044e-08,0.0010393947255284,6.341043289572273e-11,2.69324369436326e-09,98584.15346475175,0.8747012649472755,0.64005,3.0158736455142046e-205,1.9303099268113663e-200,1.0,64005,1.6645387512777333e-200,False,False,False,False,-199.7787060898013
ALP-SU2L,4.8765,0.0002949543757066,8.699808374847086e-08,0.0007288716045637,6.341043289572273e-11,2.69324369436326e-09,140584.22428635356,0.8747012649472755,0.64005,2.4806424633196133e-290,1.5877352086477183e-285,1.0,64005,1.952425265376259e-285,False,False,False,False,-284.7094255809876
ALP-SU2L,4.8765,0.0003522245168519,1.2406211027161654e-07,0.0005111184450828,6.341043289572273e-11,2.69324369436326e-09,200477.6977190584,0.8747012649472755,0.64005,0.0,0.0,1.0,64005,0.0,False,False,False,False,
ALP-SU2L,4.8765,0.0004206145780153,1.769166232390401e-07,0.000358419868833,6.341043289572273e-11,2.69324369436326e-09,285887.7479799512,0.8747012649472755,0.64005,0.0,0.0,1.0,64005,0.0,False,False,False,False,
ALP-SU2L,4.8765,0.0005022836707116,2.522888858635305e-07,0.0002513405720536,6.341043289572273e-11,2.69324369436326e-09,407685.27060593147,0.8747012649472755,0.64005,0.0,0.0,1.0,64005,0.0,False,False,False,False,
ALP-SU2L,4.8765,0.0005998101327204,3.597721953140691e-07,0.0001762516217807,6.341043289572273e-11,2.69324369436326e-09,581372.5178621062,0.8747012649472755,0.64005,0.0,0.0,1.0,64005,0.0,False,False,False,False,
ALP-SU2L,4.8765,0.0007162729276155,5.13046906834889e-07,0.000123595780524,6.341043289572273e-11,2.69324369436326e-09,829056.2080473839,0.8747012649472755,0.64005,0.0,0.0,1.0,64005,0.0,False,False,False,False,
ALP-SU2L,4.8765,0.0008553488493233,7.31621654038794e-07,8.667107178372336e-05,6.341043289572273e-11,2.69324369436326e-09,1182261.2438397603,0.8747012649472755,0.64005,0.0,0.0,1.0,64005,0.0,False,False,False,False,
ALP-SU2L,4.8765,0.0010214286005117,1.043316385943486e-06,6.077775998733095e-05,6.341043289572273e-11,2.69324369436326e-09,1685943.166600895,0.8747012649472755,0.64005,0.0,0.0,1.0,64005,0.0,False,False,False,False,
ALP-SU2L,4.8765,0.0012197554094669,1.4878032589238526e-06,4.262017341028566e-05,6.341043289572273e-11,2.69324369436326e-09,2404210.047329865,0.8747012649472755,0.64005,0.0,0.0,1.0,64005,0.0,False,False,False,False,
ALP-SU2L,4.8765,0.0014565905616686,2.121656064342058e-06,2.988723476978197e-05,6.341043289572273e-11,2.69324369436326e-09,3428482.0901380912,0.8747012649472755,0.64005,0.0,0.0,1.0,64005,0.0,False,False,False,False,
ALP-SU2L,4.8765,0.0017394110719863,3.0255508773487763e-06,2.09583098967048e-05,6.341043289572273e-11,2.69324369436326e-09,4889127.4934368925,0.8747012649472755,0.64005,0.0,0.0,1.0,64005,0.0,False,False,False,False,
ALP-SU2L,4.8765,0.0020771457381152,4.314534417370153e-06,1.469693523371484e-05,6.341043289572273e-11,2.69324369436326e-09,6972055.568217256,0.8747012649472755,0.64005,0.0,0.0,1.0,64005,0.0,False,False,False,False,
ALP-SU2L,4.8765,0.0024804570275863,6.152667065702687e-06,1.0306170026523405e-05,6.341043289572273e-11,2.69324369436326e-09,9942379.06693216,0.8747012649472755,0.64005,0.0,0.0,1.0,64005,0.0,False,False,False,False,
ALP-SU2L,4.8765,0.0029620776976802,8.773904287094906e-06,7.2271625972704015e-06,6.341043289572273e-11,2.69324369436326e-09,14178157.437699078,0.8747012649472755,0.64005,0.0,0.0,1.0,64005,0.0,False,False,False,False,
ALP-SU2L,4.8765,0.0035372127755151,1.2511874219267613e-05,5.068020328886785e-06,6.341043289572273e-11,2.69324369436326e-09,20218515.80742524,0.8747012649472755,0.64005,0.0,0.0,1.0,64005,0.0,False,False,False,False,
ALP-SU2L,4.8765,0.0042240195890425,1.7842341488615352e-05,3.55393001171864e-06,6.341043289572273e-11,2.69324369436326e-09,28832264.22413357,0.8747012649472755,0.64005,0.0,0.0,1.0,64005,0.0,False,False,False,False,
ALP-SU2L,4.8765,0.0050441810037895,2.5443761998991653e-05,2.492179925996624e-06,6.341043289572273e-11,2.69324369436326e-09,41115750.938798286,0.8747012649472755,0.64005,0.0,0.0,1.0,64005,0.0,False,False,False,False,
ALP-SU2L,4.8765,0.0060235899627441,3.628363603927255e-05,1.7476317099832216e-06,6.341043289572273e-11,2.69324369436326e-09,58632404.3828054,0.8747012649472755,0.64005,0.0,0.0,1.0,64005,0.0,False,False,False,False,
ALP-SU2L,4.8765,0.0071931669406814,5.174165063651225e-05,1.2255201006474316e-06,6.341043289572273e-11,2.69324369436326e-09,83611724.58764003,0.8747012649472755,0.64005,0.0,0.0,1.0,64005,0.0,False,False,False,False,
ALP-SU2L,4.8765,0.0085898361204088,7.378528457548088e-05,8.593913171244209e-07,6.341043289572273e-11,2.69324369436326e-09,119233051.45182756,0.8747012649472755,0.64005,0.0,0.0,1.0,64005,0.0,False,False,False,False,
ALP-SU2L,4.8765,0.0102576911093475,0.0001052202268947,6.026448979161383e-07,6.341043289572273e-11,2.69324369436326e-09,170030227.5623164,0.8747012649472755,0.64005,0.0,0.0,1.0,64005,0.0,False,False,False,False,
ALP-SU2L,4.8765,0.0122493869987568,0.0001500474818453,4.22602446344908e-07,6.341043289572273e-11,2.69324369436326e-09,242468660.6009861,0.8747012649472755,0.64005,0.0,0.0,1.0,64005,0.0,False,False,False,False,
ALP-SU2L,4.8765,0.014627802713671,0.00021397261223,2.963483608245084e-07,6.341043289572273e-11,2.69324369436326e-09,345768233.1930608,0.8747012649472755,0.64005,0.0,0.0,1.0,64005,0.0,False,False,False,False,
ALP-SU2L,4.8765,0.0174680261348422,0.0003051319370475,2.0781316275603529e-07,6.341043289572273e-11,2.69324369436326e-09,493076799.24126506,0.8747012649472755,0.64005,0.0,0.0,1.0,64005,0.0,False,False,False,False,
ALP-SU2L,4.8765,0.0208597246640711,0.0004351281130608,1.457281912898465e-07,6.341043289572273e-11,2.69324369436326e-09,703143628.0448045,0.8747012649472755,0.64005,0.0,0.0,1.0,64005,0.0,False,False,False,False,
ALP-SU2L,4.8765,0.0249099760729656,0.0006205069079557,1.0219134079365881e-07,6.341043289572273e-11,2.69324369436326e-09,1002705790.2963562,0.8747012649472755,0.64005,0.0,0.0,1.0,64005,0.0,False,False,False,False,
ALP-SU2L,4.8765,0.0297466490065655,0.0008848631271198,7.166128969812671e-08,6.341043289572273e-11,2.69324369436326e-09,1429891222.4939835,0.8747012649472755,0.64005,0.0,0.0,1.0,64005,0.0,False,False,False,False,
ALP-SU2L,4.8765,0.0355224398661759,0.001261843734046,5.025220729384465e-08,6.341043289572273e-11,2.69324369436326e-09,2039071607.9948423,0.8747012649472755,0.64005,0.0,0.0,1.0,64005,0.0,False,False,False,False,
ALP-SU2L,4.8765,0.0424196935180019,0.0017994303981612,3.5239169550831216e-08,6.341043289572273e-11,2.69324369436326e-09,2907782743.975955,0.8747012649472755,0.64005,0.0,0.0,1.0,64005,0.0,False,False,False,False,
ALP-SU2L,4.8765,0.0506561600199825,0.00256604654797,2.4711333839943327e-08,6.341043289572273e-11,2.69324369436326e-09,4146593210.857813,0.8747012649472755,0.64005,0.0,0.0,1.0,64005,0.0,False,False,False,False,
ALP-SU2L,4.8765,0.06049186910983,0.0036592662284008,1.7328729023204926e-08,6.341043289572273e-11,2.69324369436326e-09,5913177417.382146,0.8747012649472755,0.64005,0.0,0.0,1.0,64005,0.0,False,False,False,False,
ALP-SU2L,4.8765,0.0722373394856089,0.0052182332159591,1.2151705428149948e-08,6.341043289572273e-11,2.69324369436326e-09,8432384222.75928,0.8747012649472755,0.64005,0.0,0.0,1.0,64005,0.0,False,False,False,False,
ALP-SU2L,4.8765,0.0862633820503182,0.0074413710827591,8.521337289930028e-09,6.341043289572273e-11,2.69324369436326e-09,12024855447.634949,0.8747012649472755,0.64005,0.0,0.0,1.0,64005,0.0,False,False,False,False,
ALP-SU2L,4.8765,0.103012806614253,0.0106116383265454,5.9755554179696e-09,6.341043289572273e-11,2.69324369436326e-09,17147836805.899277,0.8747012649472755,0.64005,0.0,0.0,1.0,64005,0.0,False,False,False,False,
ALP-SU2L,4.8765,0.1230144016421195,0.0151325430113687,4.190335546912637e-09,6.341043289572273e-11,2.69324369436326e-09,24453375627.02977,0.8747012649472755,0.64005,0.0,0.0,1.0,64005,0.0,False,False,False,False,
ALP-SU2L,4.8765,0.1468996283931457,0.0215795008220443,2.938456891039226e-09,6.341043289572273e-11,2.69324369436326e-09,34871312709.886566,0.8747012649472755,0.64005,0.0,0.0,1.0,64005,0.0,False,False,False,False,
ALP-SU2L,4.8765,0.1754225564972839,0.0307730733280427,2.060581737149351e-09,6.341043289572273e-11,2.69324369436326e-09,49727631418.157646,0.8747012649472755,0.64005,0.0,0.0,1.0,64005,0.0,False,False,False,False,
ALP-SU2L,4.8765,0.2094836703445237,0.043883408141013,1.4449751188869002e-09,6.341043289572273e-11,2.69324369436326e-09,70913227357.7717,0.8747012649472755,0.64005,0.0,0.0,1.0,64005,0.0,False,False,False,False,
ALP-SU2L,4.8765,0.250158297867997,0.0625791739922135,1.013283315366429e-09,6.341043289572273e-11,2.69324369436326e-09,101124579451.7942,0.8747012649472755,0.64005,0.0,0.0,1.0,64005,0.0,False,False,False,False,
ALP-SU2L,4.8765,0.2987305592330597,0.0892399470196966,7.105610773359949e-10,6.341043289572273e-11,2.69324369436326e-09,144206954757.6656,0.8747012649472755,0.64005,0.0,0.0,1.0,64005,0.0,False,False,False,False,
ALP-SU2L,4.8765,0.3567339072109715,0.127259080554006,4.982782573917204e-10,6.341043289572273e-11,2.69324369436326e-09,205643829751.5258,0.8747012649472755,0.64005,0.0,0.0,1.0,64005,0.0,False,False,False,False,
ALP-SU2L,4.8765,0.425999539118871,0.1814756073294905,3.4941573597047424e-10,6.341043289572273e-11,2.69324369436326e-09,293254821072.5361,0.8747012649472755,0.64005,0.0,0.0,1.0,64005,0.0,False,False,False,False,
ALP-SU2L,4.8765,0.5087142087173854,0.2587901461509555,2.450264580736186e-10,6.341043289572273e-11,2.69324369436326e-09,418190957570.6445,0.8747012649472755,0.64005,0.0,0.0,1.0,64005,0.0,False,False,False,False,
ALP-SU2L,4.8765,0.6074892632189962,0.3690432049263588,1.7182387332772062e-10,6.341043289572273e-11,2.69324369436326e-09,596353970769.3146,0.8747012649472755,0.64005,0.0,0.0,1.0,64005,0.0,False,False,False,False,
ALP-SU2L,4.8765,0.7254430849431621,0.5262676694918519,1.204908387341178e-10,6.341043289572273e-11,2.69324369436326e-09,850420249443.707,0.8747012649472755,0.64005,0.0,0.0,1.0,64005,0.0,False,False,False,False,
ALP-SU2L,4.8765,0.8662995403461733,0.7504748936039911,8.449374314336889e-11,6.341043289572273e-11,2.69324369436326e-09,1212727064986.1326,0.8747012649472755,0.64005,0.0,0.0,1.0,64005,0.0,False,False,False,False,
ALP-SU2L,4.8765,1.0345055445153106,1.0702017216329194,5.925091654587395e-11,6.341043289572273e-11,2.69324369436326e-09,1729388423090.739,0.8747012649472755,0.64005,0.0,0.0,1.0,64005,0.0,False,False,False,False,
ALP-SU2L,4.8765,1.235371452702448,1.526142626152157,4.154948024458148e-11,6.341043289572273e-11,2.69324369436326e-09,2466164402749.969,0.8747012649472755,0.64005,0.0,0.0,1.0,64005,0.0,False,False,False,False,
ALP-SU2L,4.8765,1.475238711134399,2.176329254829483,2.91364152528892e-11,6.341043289572273e-11,2.69324369436326e-09,3516831025456.678,0.8747012649472755,0.64005,0.0,0.0,1.0,64005,0.0,False,False,False,False,
ALP-SU2L,4.8765,1.7616800599274356,3.103516633545933,2.043180056144017e-11,6.341043289572273e-11,2.69324369436326e-09,5015115962189.446,0.8747012649472755,0.64005,0.0,0.0,1.0,64005,0.0,False,False,False,False,
ALP-SU2L,4.8765,2.1037386086211374,4.425716133403199,1.4327722561582964e-11,6.341043289572273e-11,2.69324369436326e-09,7151719241597.949,0.8747012649472755,0.64005,0.0,0.0,1.0,64005,0.0,False,False,False,False,
ALP-SU2L,4.8765,2.5122133320766054,6.3112158258634405,1.0047261042138027e-11,6.341043289572273e-11,2.69324369436326e-09,10198585336063.396,0.8747012649472755,0.64005,0.0,0.0,1.0,64005,0.0,False,False,False,False,
ALP-SU2L,4.8765,3.0,9.0,7.045603655080304e-12,6.341043289572273e-11,2.69324369436326e-09,14543515949561.604,0.8747012649472755,0.64005,0.0,0.0,1.0,64005,0.0,False,False,False,False,
ALP-SU2L,4.8824,1e-08,1e-16,631808.308723393,6.318083087233931e-11,2.5316571473316e-09,0.0001518994288398,0.8750508708994431,0.77053,5.119175416834928e-06,0.3944478233933817,1.0,77053,5.24298971966331e-10,False,False,False,False,-9.280420993840323
ALP-SU2L,4.8824,1.1941661011408596e-08,1.4260326771139615e-16,443053.1774363415,6.318083087233931e-11,2.5316571473316e-09,0.0002166135491606,0.8750508708994431,0.77053,7.300089472010638e-06,0.5624937940868356,1.0,77053,1.0661950328076854e-09,False,False,False,False,-8.972163345098654
ALP-SU2L,4.8824,1.4260326771139615e-08,2.033569196196812e-16,310689.3583483675,6.318083087233931e-11,2.5316571473316e-09,0.0003088979994087,0.8750508708994431,0.77053,1.0410121491681157e-05,0.8021310912985081,1.0,77053,2.168172078179737e-09,False,False,False,False,-8.663906252743319
